show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s571,Movie,Dynasty Warriors,Chow Hin Yeung Roy,"Wang Kai, Louis Koo, Han Geng, Tony Yang, Carina Lau, NaZha, Lam Suet, Justin Cheung, Ray Lui, Yuan Wenkang",,"July 1, 2021",2021,TV-14,118 min,"Action & Adventure, International Movies","Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms."""
s572,TV Show,Generation 56k,,"Angelo Spagnoletti, Cristina Cappelli, Alfredo Cerrone, Azzurra Iacone, Gianluca Colucci (Fru), Gennaro Filippone, Fabio Balsamo, Egidio Mercurio, Sebastiano Kiniger, Biagio Forestieri, Sveva Simeone, Ilenia Zanfardino, Roberta Migliucci, Claudia Tranchese",,"July 1, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A chance encounter leads two 30-somethings to remember 1998, the year their teenage hormones kicked in — and the internet changed their lives forever."
s578,TV Show,Masameer County,Malik Nejer,"Malik Nejer, Abdulaziz Alshehri, Mazroa Almazroa, Lama Alfard, Yousef Aldakheel, Ibraheem Hajjaj, Nawaf Alshubaili, Sohayb Godus, Shahad Alahmari",,"July 1, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies","A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far."
s581,Movie,Mobile Suit Gundam Hathaway,Shuko Murase,"Kensho Ono, Reina Ueda, Junichi Suwabe",,"July 1, 2021",2021,TV-14,96 min,"Action & Adventure, Anime Features, International Movies","After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate."
s588,TV Show,Quarantine Tales,"Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar","Adinia Wirasti, Marissa Anita, Faradina Mufti, Teuku Rifnu Wikana, Arawinda Kirana, Abdurrahman Arif, Verdi Solaiman, Kiki Narendra, Brigitta Cynthia, Roy Sungkono, Windy Apsari",,"July 1, 2021",2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","Traversing genres, five separate stories offer unique, whimsical and thought-provoking takes on life during the pandemic in 2020."
s614,Movie,Voiceless,Robert O. Peters,"Uzee Usman, Yakubu Mohammed, Asabe Madaki, Sani Mu’azu, Rekiya Ibrahim Atta, Adam Garba, Abba Ali Zaky, Habiba Zock-Sock, Abdul’ Usman Zada, Nadia Dutch, Abubakar Maina, Healing Marcus Udor, Jamila Ibrahim",Nigeria,"July 1, 2021",2020,TV-MA,112 min,"Dramas, International Movies, Thrillers","A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate."
s618,TV Show,Young Royals,,"Edvin Ryding, Omar Rudberg, Malte Gårdinger, Frida Argento, Nikita Uggla, Pernilla August",Sweden,"July 1, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated."
s619,Movie,America: The Motion Picture,Matt Thompson,"Channing Tatum, Jason Mantzoukas, Olivia Munn, Andy Samberg, Bobby Moynihan, Judy Greer, Will Forte, Raoul Trujillo, Killer Mike, Simon Pegg",United States,"June 30, 2021",2021,TV-MA,98 min,"Action & Adventure, Comedies",A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.
s620,Movie,Deranged,Jameel Buari,"Nadia Buari, Ramsey Nouah, Zynnell Zuh, Priscilla Opoku Agyeman, Jason E.L Agha, Lisbeth Lopez Acquah, Henry Prempeh, Pascaline Edwards, Prince Mingle, Kelvin Boateng",,"June 30, 2021",2020,TV-14,98 min,"Dramas, International Movies",A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.
s622,TV Show,Legend of Exorcism,Shen Leping,"Bian Jiang, Chen Jinwen, Ling Fei",,"June 30, 2021",2020,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows","After leaving Yaojin Palace, Kong Hongjun arrives in Chang'an to battle demons and forms a bond with exorcism squad chief Li Jinglong."
s624,Movie,Mommy Issues,Jose Javier Reyes,"Pokwang, Sue Ramirez, Jerome Ponce, Ryan Bang, Gloria Diaz",,"June 30, 2021",2021,TV-MA,90 min,"Comedies, Dramas, International Movies",Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.
s625,Movie,Prime Time,Jakub Piątek,"Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska, Dobromir Dymecki, Monika Frajczyk, Cezary Kosiński, Adam Nawojczyk, Juliusz Chrząstowski",,"June 30, 2021",2021,TV-MA,92 min,"Dramas, International Movies, Thrillers","On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air."
s626,TV Show,Somos.,,"Mercedes Hernández, Jesús Sida, Jero Medina, Armando Silva, Jimena Pagaza, Antonio López Torres, Everardo Arzate, Arelí González, Jesús Herrera, Ulises Soto, Iliana Donatlán, Fernando Larrañaga, Mario Alberto Quiñones, Alejandro Ruiz, Natalia Martínez, Josué Guerra, Salvador Montenegro, Caraly Sánchez, Clementina Guadarrama",Mexico,"June 30, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events."
s627,TV Show,Sophie: A Murder in West Cork,John Dower,,,"June 30, 2021",2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.
s628,TV Show,The Daily Life of the Immortal King,,"Sun Lulu, Qian Chen, Gu Jiangshan",China,"June 30, 2021",2020,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Having vanquished a powerful demon at age six, precocious wizard Wang Ling must now navigate high school life as an ordinary teen."
s629,TV Show,StarBeam,,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina",United States,"June 29, 2021",2021,TV-Y,4 Seasons,Kids' TV,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!"
s630,Movie,A Way Back Home,B. T Thomas,"Alexx Ekubo, Ik Ogbonna, Bimbo Manuel, Haillie Sumney, Clem Ohameze, John Fashanu, Damilola Ogunsi, Amb. Rachel Bakam, Alexandra Ayo, Mariah Ug",,"June 28, 2021",2020,TV-14,82 min,"Dramas, International Movies","After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception."
s632,TV Show,The Seven Deadly Sins,,"Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Mamoru Miyano, Maaya Sakamoto",Japan,"June 28, 2021",2021,TV-14,5 Seasons,"Anime Series, International TV Shows","When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm."
s637,Movie,The Ice Road,Jonathan Hensleigh,"Liam Neeson, Benjamin Walker, Amber Midthunder, Marcus Thomas, Laurence Fishburne, Holt McCallany, Martin Sensmeier, Matt McCoy, Matt Salinger","United States, Canada","June 25, 2021",2021,PG-13,109 min,Action & Adventure,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment."
s638,TV Show,Ray,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey","Manoj Bajpayee, Gajraj Rao, Kay Kay Menon, Ali Fazal, Harshvardhan Kapoor, Radhika Madan, Shweta Basu Prasad, Chandan Roy Sanyal, Akansha Ranjan Kapoor, Rajesh Sharma, Bidita Bag, Kharaj Mukherjee, Dibyendu Bhattacharya, Shruthy Menon, Anindita Bose, Neeraj Purohit, Loveleen Mishra, Raghuvir Yadav, Manoj Pahwa",,"June 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series."
s639,TV Show,Sex/Life,,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",United States,"June 25, 2021",2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.
s640,TV Show,Godzilla Singular Point,,"Yume Miyamoto, Shoya Ishige, Misaki Kuno, Rie Kugimiya, Taro Kiuchi, Wataru Takagi, Ayako Takeuchi, Yohei Azakami, Jin Urayama, Kotori Koiwai, Kenichi Suzumura, Natsuho Koda, Hiromichi Tezuka, Ryotaro Okiayu, Runa Onodera, Kenta Miyake, Masako Isobe, Tomoyuki Shimura",,"June 24, 2021",2021,TV-14,1 Season,"Anime Series, International TV Shows","Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world."
s641,TV Show,Jiva!,,"Noxolo Dlamini, Candice Modiselle, Sne Mbatha, Stella Dlangalala, Zazi Kunene, Ntuthuzelo Grootboom, Given Stuurman, Tony Kgoroge, Anga Makubalo, Sibulele Gcilitshana, Zamani Mbatha, Kagiso Modupe",,"June 24, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas","A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams."
s642,Movie,Sisters on Track,,,,"June 24, 2021",2021,PG,97 min,"Documentaries, Sports Movies",Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.
s643,TV Show,The Naked Director,,"Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo",Japan,"June 24, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
s644,Movie,The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",United States,"June 24, 2021",2021,R,87 min,Horror Movies,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.
s645,Movie,Good on Paper,Kimmy Gatewood,"Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover",,"June 23, 2021",2021,TV-MA,94 min,"Comedies, Romantic Movies","After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true."
s646,Movie,Murder by the Coast,Tània Balló,,,"June 23, 2021",2021,TV-14,89 min,"Documentaries, International Movies","In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth."
s647,Movie,The House of Flowers: The Movie,Manolo Caro,"Cecilia Suárez, Aislinn Derbez, Darío Yazbek, Juan Pablo Medina, Paco León, Angélica María, Norma Angélica, Luis De La Rosa, Isabel Burr, Tiago Correa, Tessa Ia, Christian Chávez, Javier Jattin, Paco Rueda, Emilio Cuaik, Andrea Chaparro, David Ostrosky, Ximena Sariñana",,"June 23, 2021",2021,TV-MA,88 min,"Comedies, International Movies, Music & Musicals",The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.
s648,TV Show,The Parisian Agency: Exclusive Properties,,"Olivier Kretz, Sandrine Kretz, Valentin Kretz, Martin Kretz, Louis Kretz",,"June 23, 2021",2021,TV-G,1 Season,"International TV Shows, Reality TV",This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad.
s649,TV Show,Too Hot to Handle,,Desiree Burch,United States,"June 23, 2021",2021,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows","On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex."
s654,TV Show,This Is Pop,,,,"June 22, 2021",2021,TV-MA,1 Season,"Docuseries, International TV Shows","Uncover the real stories behind your favorite pop songs as this docuseries charts the impact of the festival scene, Auto-Tune, boy bands and more."
s659,TV Show,"Nevertheless,",,"Song Kang, Han So-hee, Chae Jong-hyeop, Lee Yul-eum, Yang Hye-ji",,"June 20, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.
s661,TV Show,Black Lightning,,"Cress Williams, James Remar, Marvin 'Krondon' Jones III, Jill Scott, China Anne McClain, Damon Gupton, Nafessa Williams, Christine Adams",United States,"June 19, 2021",2021,TV-14,4 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.
s665,TV Show,Cleo & Cuquin,Fernando Moro,,Spain,"June 19, 2021",2020,TV-Y,2 Seasons,Kids' TV,Spirited sister-brother duo Cleo and Cuquín try on different professions each day to help their other siblings solve problems and enjoy new adventures.
s666,TV Show,Deadwind,,"Pihla Viitala, Lauri Tilkanen, Jani Volanen, Tommi Korpela, Pirjo Lonka, Riku Nieminen, Pamela Tola, Jonna Järnefelt, Raimo Grönberg","Finland, Germany","June 19, 2021",2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Just months after a tragic loss, detective Sofia Karppi investigates the murder of a woman with ties to a Helsinki construction company."
s667,TV Show,Gameboys Level-Up Edition,Ivan Andrew Payawal,"Kokoy De Santos, Elijah Canlas, Adrianna So, Kyle Velino, Jerom Canlas, Sue Prado, Rommel Canlas, Miggy Jimenez, Angeli Nicole Sanoy, Kych Minemoto",,"June 19, 2021",2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","In this recut of the popular web series, live-stream gamer Cairo calls for a rematch after losing to newcomer Gavreel — and an online romance blooms."
s670,TV Show,Locked Up,,"Maggie Civantos, Najwa Nimri, Carlos Hipólito, Roberto Enríquez, Cristina Plazas, Berta Vázquez, Alba Flores, Inma Cuevas, María Isabel Díaz, María Salgueiro, Ramiro Blas, Alberto Velasco, Marta Aledo, Daniel Ortiz, Harlys Becerra, Laura Baena, Jesús Castejón, Verónika Moral",Spain,"June 19, 2021",2020,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Manipulated into embezzling funds for her boyfriend and sentenced to prison, a naïve young woman must quickly learn to survive in a harsh new world."
s678,TV Show,Schitt's Creek,,"Eugene Levy, Catherine O'Hara, Daniel Levy, Annie Murphy, Chris Elliott, Jennifer Robertson, Emily Hampshire, Tim Rozon, Sarah Levy, Dustin Milligan","Canada, United States","June 19, 2021",2020,TV-MA,6 Seasons,TV Comedies,"Suddenly broke, the formerly filthy-rich Rose family is reduced to living in a ramshackle motel in a town they once bought as a joke: Schitt's Creek."
s681,TV Show,The Last Dance,,"Michael Jordan, Scottie Pippen, Dennis Rodman",United States,"June 19, 2021",2020,TV-MA,1 Season,Docuseries,"This docuseries gives a definitive account of Michael Jordan’s career and the 1990s Chicago Bulls, packed with unaired footage from the 1997-98 season."
s683,TV Show,Why Are You Like This,,"Naomi Higgins, Olivia Junkeer, Wil King",Australia,"June 19, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies","Three best friends negotiate work, fun, identity politics, hookups and wild nights out in this razor-sharp satire of 20-something life in Melbourne."
s684,Movie,A Family,Michihito Fujii,"Go Ayano, Hiroshi Tachi, Machiko Ono, Yukiya Kitamura, Hayato Ichihara, Hayato Isomura, Shun Sugata, Suon Kan, Ryutaro Ninomiya, Taro Suruga, Ryo Iwamatsu, Kosuke Toyohara, Shinobu Terajima",,"June 18, 2021",2021,TV-MA,135 min,"Dramas, International Movies","Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times."
s685,TV Show,Elite,,"Danna Paola, Miguel Herrán, María Pedraza, Itzan Escamilla, Miguel Bernardeau, Jaime Lorente, Álvaro Rico, Arón Piper, Mina El Hammani, Ester Expósito, Omar Ayuso",Spain,"June 18, 2021",2021,TV-MA,4 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder."
s686,Movie,Fatherhood,Paul Weitz,"Kevin Hart, Alfre Woodard, Lil Rel Howery, DeWanda Wise, Frankie Faison, Anthony Carrigan, Paul Reiser, Melody Hurd",United States,"June 18, 2021",2021,PG-13,111 min,Dramas,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story."
s687,TV Show,Hospital Playlist,,"Cho Jung-seok, Yoo Yeon-seok, Jung Kyung-ho, Kim Dae-myeong, Jeon Mi-do, Kim Hae-suk, Kim Kap-soo, Jung Moon-sung",South Korea,"June 18, 2021",2021,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies","Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist."
s688,Movie,Jagame Thandhiram,Karthik Subbaraj,"Dhanush, Aishwarya Lekshmi, James Cosmo, Joju George, Kalaiyarasan",,"June 18, 2021",2021,TV-MA,159 min,"Action & Adventure, Dramas, International Movies","When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow."
s689,Movie,Kambili: The Whole 30 Yards,Kayode Kasum,"Nancy Isime, Jide Kene Achufusi, Sharon Ooja, Mawuli Gavor, Venita Akpofure, Koye Kekere Ekun, Elvina Ibru, Uzor Arukwe, Toyin Abraham",Nigeria,"June 18, 2021",2020,TV-14,119 min,"Comedies, International Movies, Romantic Movies","Determined to marry before she turns 30, a woman tries to change her impulsive ways and do whatever it takes to win back the boyfriend who left her."
s691,Movie,Rurouni Kenshin: The Final,Keishi Otomo,"Takeru Sato, Emi Takei, Mackenyu, Munetaka Aoki, Yu Aoi, Yusuke Iseya, Tao Tsuchiya, Kazuki Kitamura, Kasumi Arimura, Yosuke Eguchi",,"June 18, 2021",2021,TV-14,137 min,"Action & Adventure, International Movies","In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge."
s692,TV Show,So Not Worth It,,"Park Se-wan, Shin Hyeon-seung, Choi Young-jae, Minnie, Han Hyun-min, Joakim Sorensen, Carson Allen, Terris Brown",,"June 18, 2021",2021,TV-14,1 Season,"International TV Shows, TV Comedies","New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world."
s693,TV Show,The Rational Life,Hsu Fu-chun,"Qin Lan, Dylan Wang, Li Zonghan, Bao Wenjing, Pan Hong, Chen Pengwanli, Lin Xinyi, Kang Kang, Wei Yibo, He Bin",,"June 18, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A career-driven 30-something must contend with a cutthroat workplace, a love triangle and her nagging mom."
s694,Movie,Ali & Ratu Ratu Queens,Lucky Kuswandi,"Iqbaal Ramadhan, Nirina Zubir, Asri Welas, Tika Panggabean, Happy Salma, Aurora Ribero, Marissa Anita, Bayu Skak, Cut Mini Theo, Ibnu Jamil",,"June 17, 2021",2021,TV-14,101 min,"Comedies, Dramas, International Movies","After his father's passing, a teenager sets out for New York in search of his estranged mother and soon finds love and connection in unexpected places."
s697,TV Show,Black Summer,,"Jaime King, Justin Chu Cary, Christine Lee, Sal Velez Jr., Kelsey Flower, Erika Hau, Edsson Morales, Gwynyth Walsh, Stafford Perry, Mustafa Alabssi","Canada, United States","June 17, 2021",2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, TV Horror","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones."
s698,TV Show,Elite Short Stories: Carla Samuel,,"Ester Expósito, Itzan Escamilla",,"June 17, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London."
s699,Movie,Fan Girl,Antoinette Jadaone,"Charlie Dizon, Paulo Avelino",Philippines,"June 17, 2021",2020,TV-MA,101 min,"Dramas, Independent Movies, International Movies",An infatuated fan finds an unexpected way to meet her celebrity crush and discovers a dark reality behind the facade of fame and her fantasy world.
s700,TV Show,Katla,,"Guðrún Eyfjörð, Íris Tanja Flygenring, Aliette Opheim, Ingvar Sigurðsson, Þorsteinn Bachmann, Sólveig Arnarsdóttir, Björn Thors",Iceland,"June 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",The catastrophic eruption of subglacial volcano Katla turns a nearby community’s world upside down as mysteries begin to emerge from the ice.
s701,TV Show,Record of Ragnarok,,"Miyuki Sawashiro, Tomoyo Kurosawa, Tomokazu Seki, Soma Saito, Kazuhiro Yamaji, Hikaru Midorikawa, Wataru Takagi, Takahiro Sakurai, Junichi Suwabe, Yukihiro Nozuyama, Hinata Tadokoro, Taisuke Nakano, Tomohiro Yamaguchi, Tatsuhisa Suzuki, Rie Tanaka, Yoshitsugu Matsuoka, Sho Hayami",,"June 17, 2021",2021,TV-MA,1 Season,"Anime Series, International TV Shows","Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin."
s704,TV Show,The Gift,,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,"June 17, 2021",2021,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.
s707,TV Show,Elite Short Stories: Omar Ander Alexis,,"Arón Piper, Omar Ayuso, Claudia Salas, Jorge Clemente, Laura Calero, Jon Rod",,"June 16, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment."
s708,TV Show,Let's Eat,Sarawut Wichiensarn,"Apinya Sakuljaroensuk, Mawin Taweephol, Nat Sakdatorn, Maneerat Kham-uan, Jaturong Mokjok, Pisamai Wilaisak, Rudklao Amratisha, Chatchaya Suthisuwan, Panapong Khaisang, May Haas",,"June 16, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A food-blogging insurance agent encounters a friend from elementary school with a vendetta against him — but soon becomes her sidekick.
s710,TV Show,Millennials,,"Nicolás Riera, Laura Laprida, Juan Manuel Guilera, Johanna Francella, Matías Meyer, Noelia Marzol, Luisa Drozdek, Agustina Mindlin, Santiago Talledo, Chang Sung Kim, Osmar Nuñez, Fabio Aste",Argentina,"June 16, 2021",2020,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",A group of millennials copes with the pressures of adulting by tackling a diverse set of problems from unemployment to cheating.
s711,TV Show,Penguin Town,,,,"June 16, 2021",2021,TV-PG,1 Season,"Docuseries, Science & Nature TV","In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals."
s712,Movie,Security,Peter Chelsom,"Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello, Ludovica Martino, Giulio Pranno, Tommaso Ragno, Beatrice Grannò, Antonio Zavatteri, Anna Della Rosa, Fabrizio Bentivoglio",Italy,"June 16, 2021",2021,TV-MA,119 min,"Dramas, International Movies, Thrillers","After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies."
s713,Movie,Silver Skates,Michael Lockshin,"Fedor Fedotov, Sonya Priss, Yury Borisov, Kirill Zaitsev, Aleksey Guskov, Severija Janusauskaite, Cathy Belton",,"June 16, 2021",2020,TV-MA,138 min,"Action & Adventure, Dramas, International Movies","On the frozen rivers and canals of St. Petersburg, a petty thief on skates warms the heart of an aristocrat’s daughter as forces try to keep them apart."
s714,TV Show,Avengers Climate Conundrum,,"Giles Panton, Michael Daingerfield, Bill Newton, James Blight, Nicole Oliver, Adrian Petriw, Alex Barima, Rebecca Shoichet",United States,"June 15, 2021",2020,TV-Y7,1 Season,"Kids' TV, TV Comedies","When a mysterious force steals Tony Stark’s weather machine to wreak havoc on the world, the Avengers must survive the extreme storms to save the day."
s715,TV Show,Beyond Evil,,"Shin Ha-kyun, Yeo Jin-goo, Choi Dae-hoon, Choi Sung-eun, Cheon Ho-jin, Choi Jin-ho",,"June 15, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers","As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own."
s716,TV Show,Elite Short Stories: Nadia Guzmán,,"Mina El Hammani, Miguel Bernardeau, Omar Ayuso",,"June 15, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding."
s718,Movie,Headspace: Unwind Your Mind,,"Andy Puddicombe, Evelyn Lewis Prieto, Ginger Daniels, Darren Pettie, Simon Prebble, Rhiannon Mcgavin, Kate Seftel",,"June 15, 2021",2021,TV-G,273 min,Documentaries,"Do you want to relax, meditate or sleep deeply? Personalize the experience according to your mood or mindset with this Headspace interactive special."
s720,TV Show,Power Rangers Dino Fury,,"Russell Curry, Hunter Deno, Kai Moya, Tessa Rao, Chance Perez, Shavaughn Ruakere, Blair Strang",United States,"June 15, 2021",2021,TV-G,1 Season,Kids' TV,"With the prehistoric force of the dinosaurs, a new crew of Power Rangers must deal with a menacing army of alien creatures attacking Earth."
s721,TV Show,Rhyme Time Town,,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir",,"June 15, 2021",2021,TV-Y,2 Seasons,Kids' TV,Fun-loving friends Daisy and Cole use music and imagination to solve problems in a town filled with nursery rhyme characters.
s722,Movie,Rogue Warfare: Death of a Nation,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",United States,"June 15, 2021",2020,R,99 min,Action & Adventure,"As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours."
s725,Movie,The Reason I Jump,Jerry Rothwell,,"United States, United Kingdom","June 15, 2021",2021,TV-14,82 min,Documentaries,The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.
s726,TV Show,Elite Short Stories: Guzmán Caye Rebe,,"Miguel Bernardeau, Claudia Salas, Georgina Amorós",,"June 14, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors."
s728,Movie,Picture a Scientist,"Ian Cheney, Sharon Shattuck",,United States,"June 13, 2021",2020,TV-MA,97 min,Documentaries,"In this documentary, leading women scientists discuss the inequalities they've faced as they set out to create a new formula to make STEM open to all."
s729,Movie,The Devil Below,Bradley Parker,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette",United States,"June 13, 2021",2021,TV-MA,89 min,Horror Movies,"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural."
